,date,smp_max,smp_min,smp_mean,supply,year,month,day,week,dayofweek,weekofyear,temp_max,temp_mean,temp_min
0,2018-02-01,150.65,116.84,132.71,87.47,2018,2,1,5,3,5,6.475,4.346739130434783,2.55
1,2018-02-02,163.86,116.84,134.19,86.64,2018,2,2,5,4,5,5.675000000000001,3.760416666666666,1.975
2,2018-02-03,164.07,116.85,131.39,88.28,2018,2,3,5,5,5,4.025,1.3375000000000001,-0.625
3,2018-02-04,171.0,115.76,131.89,86.14,2018,2,4,5,6,5,0.525,-1.0177083333333332,-2.3
4,2018-02-05,170.34,123.89,137.96,90.63,2018,2,5,6,0,6,1.975,-0.0770833333333333,-1.8
5,2018-02-06,167.99,119.11,140.06,91.18,2018,2,6,6,1,6,0.22499999999999998,-0.9489583333333333,-2.0
6,2018-02-07,141.07,124.11,132.76,90.09,2018,2,7,6,2,6,3.45,0.6135416666666667,-1.425
7,2018-02-08,147.42,116.84,132.91,87.57,2018,2,8,6,3,6,6.725,2.511458333333333,-0.5499999999999999
8,2018-02-09,150.7,116.84,126.95,81.63,2018,2,9,6,4,6,9.7,6.211458333333334,3.125
9,2018-02-10,147.2,116.34,130.1,83.0,2018,2,10,6,5,6,7.8500000000000005,5.911458333333333,3.0
10,2018-02-11,149.81,116.91,127.0,82.75,2018,2,11,6,6,6,4.324999999999999,2.2739583333333333,0.85
11,2018-02-12,167.78,124.68,138.91,89.2,2018,2,12,7,0,7,3.3499999999999996,1.9416666666666669,-0.22499999999999998
12,2018-02-13,146.75,126.95,132.89,85.22,2018,2,13,7,1,7,7.875000000000001,4.839583333333334,2.575
13,2018-02-14,168.73,116.84,132.9,75.44,2018,2,14,7,2,7,13.575000000000001,9.791666666666668,4.775
14,2018-02-15,142.71,116.62,129.99,74.21,2018,2,15,7,3,7,10.65,8.197916666666666,6.025
15,2018-02-16,137.18,51.12,121.13,74.96,2018,2,16,7,4,7,8.725,6.605208333333334,4.425000000000001
16,2018-02-17,152.5,107.61,126.44,78.31,2018,2,17,7,5,7,7.15,4.954166666666667,2.875
17,2018-02-18,148.28,116.91,130.39,73.8,2018,2,18,7,6,7,10.25,6.666666666666666,2.825
18,2018-02-19,151.67,116.84,133.35,77.87,2018,2,19,8,0,8,10.05,7.770833333333333,5.1
19,2018-02-20,145.99,115.16,125.54,76.98,2018,2,20,8,1,8,11.975,8.527083333333334,4.9
20,2018-02-21,167.06,116.84,134.82,81.87,2018,2,21,8,2,8,8.35,6.392708333333334,4.7
21,2018-02-22,165.91,116.84,134.31,84.73,2018,2,22,8,3,8,7.0,4.798530701754387,2.775
22,2018-02-23,143.44,116.84,128.36,80.26,2018,2,23,8,4,8,12.175,7.807291666666667,2.625
23,2018-02-24,148.34,116.63,125.61,73.9,2018,2,24,8,5,8,13.225,9.502083333333333,5.75
24,2018-02-25,144.2,116.36,126.36,74.19,2018,2,25,8,6,8,12.975000000000001,9.955208333333333,7.575000000000001
25,2018-02-26,146.47,116.84,131.38,78.89,2018,2,26,9,0,9,12.6,8.375588768115941,5.1
26,2018-02-27,171.36,116.55,129.76,74.89,2018,2,27,9,1,9,14.45,10.464583333333334,6.125
27,2018-02-28,165.98,115.09,130.85,78.61,2018,2,28,9,2,9,15.85,11.539583333333333,7.05
28,2018-03-01,181.14,119.65,134.24,80.59,2018,3,1,9,3,9,10.975,7.213541666666666,3.525
29,2018-03-02,175.15,120.62,138.56,78.97,2018,3,2,9,4,9,9.575,5.921875,3.1500000000000004
30,2018-03-03,180.97,113.75,133.78,73.19,2018,3,3,9,5,9,15.625,11.282291666666666,6.6
31,2018-03-04,154.19,94.96,128.29,65.1,2018,3,4,9,6,9,19.4,15.831249999999999,12.775
32,2018-03-05,180.0,119.48,135.75,76.46,2018,3,5,10,0,10,18.05,11.480208333333334,7.875
33,2018-03-06,181.06,120.72,134.07,76.67,2018,3,6,10,1,10,10.950000000000001,9.058333333333334,7.450000000000001
34,2018-03-07,180.18,120.76,132.96,77.36,2018,3,7,10,2,10,11.624999999999998,9.871875,8.85
35,2018-03-08,148.79,120.44,128.11,80.75,2018,3,8,10,3,10,9.475,7.570833333333334,5.0
36,2018-03-09,155.29,120.62,137.74,79.37,2018,3,9,10,4,10,8.225,5.833333333333334,3.7
37,2018-03-10,156.42,120.74,130.04,77.53,2018,3,10,10,5,10,11.675,7.872916666666667,4.625
38,2018-03-11,130.54,111.14,124.04,73.95,2018,3,11,10,6,10,12.524999999999999,8.6875,5.075000000000001
39,2018-03-12,130.55,120.47,124.43,74.94,2018,3,12,11,0,11,15.149999999999999,10.91875,6.6499999999999995
40,2018-03-13,128.39,119.18,123.89,70.51,2018,3,13,11,1,11,18.349999999999998,14.064583333333333,9.775
41,2018-03-14,133.16,116.65,125.3,67.13,2018,3,14,11,2,11,19.825,16.272916666666667,12.35
42,2018-03-15,151.53,99.61,132.88,68.89,2018,3,15,11,3,11,18.125,16.089583333333334,12.775
43,2018-03-16,157.06,112.95,131.0,76.17,2018,3,16,11,4,11,13.25,9.983333333333333,8.125
44,2018-03-17,178.47,119.61,143.32,73.2,2018,3,17,11,5,11,13.225,9.497470238095238,6.199999999999999
45,2018-03-18,155.53,119.1,133.31,66.22,2018,3,18,11,6,11,18.45,14.11875,8.275
46,2018-03-19,157.0,108.57,131.33,76.3,2018,3,19,12,0,12,16.0,13.381250000000001,10.075
47,2018-03-20,153.61,118.81,130.42,80.96,2018,3,20,12,1,12,10.725000000000001,8.80625,6.2749999999999995
48,2018-03-21,145.02,118.38,134.24,80.62,2018,3,21,12,2,12,6.875,5.491666666666666,4.15
49,2018-03-22,150.24,120.23,135.83,80.24,2018,3,22,12,3,12,9.775,6.909375,4.6
50,2018-03-23,155.68,120.5,132.32,78.27,2018,3,23,12,4,12,12.975,8.641666666666666,4.8
51,2018-03-24,157.11,116.8,129.99,72.59,2018,3,24,12,5,12,15.624999999999998,11.261956521739132,6.975
52,2018-03-25,159.98,114.86,127.22,69.3,2018,3,25,12,6,12,16.875,12.592708333333333,8.125
53,2018-03-26,155.42,119.19,129.68,71.81,2018,3,26,13,0,13,16.9,13.169956140350877,9.600000000000001
54,2018-03-27,147.7,120.46,125.03,72.05,2018,3,27,13,1,13,17.8,13.695833333333333,9.25
55,2018-03-28,145.45,115.13,129.51,69.04,2018,3,28,13,2,13,18.575000000000003,14.492708333333333,9.549999999999999
56,2018-03-29,170.18,110.7,136.7,68.56,2018,3,29,13,3,13,18.575,15.319791666666667,12.450000000000001
57,2018-03-30,179.64,113.85,133.94,68.84,2018,3,30,13,4,13,18.275,15.119791666666666,13.0
58,2018-03-31,173.16,114.06,135.34,66.5,2018,3,31,13,5,13,19.475,15.69116847826087,12.55
59,2018-04-01,152.84,117.78,129.73,62.66,2018,4,1,13,6,13,20.85,17.86875,14.825
60,2018-04-02,147.17,114.6,128.9,64.46,2018,4,2,14,0,14,21.5,18.495833333333334,16.075000000000003
61,2018-04-03,146.47,112.57,128.96,63.96,2018,4,3,14,1,14,21.775,18.483333333333334,15.849999999999998
62,2018-04-04,146.15,115.72,128.51,64.09,2018,4,4,14,2,14,21.65,18.48139880952381,16.2
63,2018-04-05,157.0,119.59,128.94,66.18,2018,4,5,14,3,14,19.1,16.610416666666666,14.725
64,2018-04-06,146.8,112.89,128.48,73.82,2018,4,6,14,4,14,17.8,12.330208333333333,8.4
65,2018-04-07,140.68,104.62,130.96,77.14,2018,4,7,14,5,14,8.975,6.836458333333334,4.574999999999999
66,2018-04-08,138.56,109.54,132.52,72.41,2018,4,8,14,6,14,14.45,10.642708333333331,5.3999999999999995
67,2018-04-09,153.33,117.05,130.04,71.3,2018,4,9,15,0,15,17.099999999999998,14.147916666666667,11.325000000000001
68,2018-04-10,148.9,112.26,127.17,65.32,2018,4,10,15,1,15,20.75,16.902083333333334,12.399999999999999
69,2018-04-11,132.11,87.0,123.6,67.31,2018,4,11,15,2,15,19.950000000000003,17.258333333333333,14.575000000000001
70,2018-04-12,149.94,88.3,122.15,65.96,2018,4,12,15,3,15,21.95,17.020833333333332,13.45
71,2018-04-13,151.95,88.55,127.18,66.34,2018,4,13,15,4,15,19.724999999999998,16.773958333333333,14.275
72,2018-04-14,156.29,87.24,118.1,66.9,2018,4,14,15,5,15,19.85,14.944791666666667,10.775
73,2018-04-15,139.97,87.93,118.32,70.95,2018,4,15,15,6,15,16.05,12.182291666666664,9.575
74,2018-04-16,143.54,120.21,126.7,69.32,2018,4,16,16,0,16,14.399999999999999,11.802083333333332,8.5
75,2018-04-17,152.17,109.58,128.95,70.04,2018,4,17,16,1,16,17.0,14.240625,12.025
76,2018-04-18,153.92,110.44,129.06,71.89,2018,4,18,16,2,16,17.425,13.4625,10.275
77,2018-04-19,147.36,120.72,131.39,70.51,2018,4,19,16,3,16,18.200000000000003,13.81875,8.3
78,2018-04-20,146.85,110.57,126.6,69.56,2018,4,20,16,4,16,19.925,15.446874999999999,10.725
79,2018-04-21,150.95,118.85,129.26,64.28,2018,4,21,16,5,16,21.8,17.45104166666667,12.5
80,2018-04-22,131.25,120.8,126.33,62.76,2018,4,22,16,6,16,20.650000000000002,19.169791666666665,18.075
81,2018-04-23,150.47,88.78,130.0,66.84,2018,4,23,17,0,17,19.700000000000003,18.447916666666664,17.025000000000002
82,2018-04-24,150.78,109.58,130.2,67.67,2018,4,24,17,1,17,17.4,15.214583333333334,13.35
83,2018-04-25,151.08,108.77,130.26,71.06,2018,4,25,17,2,17,16.8,14.128125,11.575
84,2018-04-26,158.91,116.02,130.28,68.0,2018,4,26,17,3,17,19.0,15.125,11.625
85,2018-04-27,145.25,119.45,128.72,66.32,2018,4,27,17,4,17,21.35,16.520833333333332,12.875
86,2018-04-28,137.28,118.77,126.08,63.86,2018,4,28,17,5,17,19.125,16.0625,13.125
87,2018-04-29,133.41,117.94,126.07,61.98,2018,4,29,17,6,17,18.55,16.190625,13.0
88,2018-04-30,132.7,120.22,125.65,63.19,2018,4,30,18,0,18,20.875,18.440625,16.575
89,2018-05-01,129.84,117.09,124.66,63.46,2018,5,1,18,1,18,21.3,19.191666666666666,17.200000000000003
90,2018-05-02,131.69,120.27,124.41,66.53,2018,5,2,18,2,18,22.725,17.695833333333333,13.399999999999999
91,2018-05-03,177.3,115.01,125.97,67.86,2018,5,3,18,3,18,19.125,14.826041666666667,11.45
92,2018-05-04,131.18,120.44,125.36,67.22,2018,5,4,18,4,18,20.0,15.40625,11.100000000000001
93,2018-05-05,133.71,114.07,125.65,61.13,2018,5,5,18,5,18,21.475,17.680208333333333,13.05
94,2018-05-06,129.22,80.38,120.98,61.55,2018,5,6,18,6,18,19.599999999999998,18.007291666666667,16.625
95,2018-05-07,131.68,114.16,124.83,62.69,2018,5,7,19,0,19,18.75,17.073958333333334,15.875
96,2018-05-08,149.58,109.5,128.58,64.51,2018,5,8,19,1,19,17.549999999999997,15.943750000000001,14.625
97,2018-05-09,152.16,112.58,128.99,64.78,2018,5,9,19,2,19,17.849999999999998,15.323958333333334,13.600000000000001
98,2018-05-10,150.52,113.47,127.54,66.11,2018,5,10,19,3,19,18.325000000000003,15.354166666666666,12.225
99,2018-05-11,153.79,110.78,127.95,61.16,2018,5,11,19,4,19,21.275000000000002,16.96979166666667,11.075
100,2018-05-12,130.36,113.91,124.47,60.43,2018,5,12,19,5,19,21.450000000000003,19.726041666666667,18.275000000000002
101,2018-05-13,152.86,80.7,122.69,60.61,2018,5,13,19,6,19,21.675,17.805208333333333,15.25
102,2018-05-14,148.5,116.85,129.57,63.13,2018,5,14,20,0,20,23.700000000000003,19.191666666666666,14.575
103,2018-05-15,153.76,118.78,128.76,63.72,2018,5,15,20,1,20,24.15,20.938541666666666,17.925
104,2018-05-16,151.16,115.85,128.5,67.37,2018,5,16,20,2,20,23.950000000000003,22.13854166666667,20.5
105,2018-05-17,153.96,115.02,127.86,69.54,2018,5,17,20,3,20,23.95,22.442708333333332,20.9
106,2018-05-18,153.75,114.09,131.27,66.97,2018,5,18,20,4,20,24.299999999999997,20.777083333333334,17.5
107,2018-05-19,155.13,81.54,126.92,61.92,2018,5,19,20,5,20,18.674999999999997,16.536458333333332,15.0
108,2018-05-20,138.67,66.54,105.71,61.66,2018,5,20,20,6,20,18.875,16.38125,14.45
109,2018-05-21,146.78,123.53,130.97,62.49,2018,5,21,21,0,21,20.25,17.769791666666666,15.525000000000002
110,2018-05-22,145.06,120.31,133.14,60.36,2018,5,22,21,1,21,23.6,19.617708333333333,16.7
111,2018-05-23,175.9,120.08,137.1,64.34,2018,5,23,21,2,21,21.975,18.454166666666666,16.075000000000003
112,2018-05-24,171.88,120.35,145.74,62.93,2018,5,24,21,3,21,22.6,18.688541666666666,14.55
113,2018-05-25,174.17,120.68,134.43,62.86,2018,5,25,21,4,21,22.9,19.338541666666664,16.15
114,2018-05-26,136.67,124.32,129.48,62.04,2018,5,26,21,5,21,21.975,18.069791666666667,14.9
115,2018-05-27,176.45,122.58,135.18,61.61,2018,5,27,21,6,21,22.35,19.66875,17.35
116,2018-05-28,175.69,123.11,133.92,64.45,2018,5,28,22,0,22,21.25,19.414583333333333,18.275000000000002
117,2018-05-29,171.07,124.93,138.52,64.45,2018,5,29,22,1,22,23.125,20.336458333333333,18.700000000000003
118,2018-05-30,173.67,124.33,140.81,65.18,2018,5,30,22,2,22,23.1,20.609375,18.85
119,2018-05-31,176.69,124.97,132.31,62.62,2018,5,31,22,3,22,21.7,19.036458333333336,16.825
120,2018-06-01,152.46,135.39,144.78,63.87,2018,6,1,22,4,22,24.425000000000004,20.278125000000003,15.6
121,2018-06-02,170.78,126.35,134.85,62.74,2018,6,2,22,5,22,24.975,21.804166666666667,18.85
122,2018-06-03,164.63,126.47,134.25,61.77,2018,6,3,22,6,22,24.025,21.202083333333334,18.65
123,2018-06-04,166.75,126.21,141.64,64.6,2018,6,4,23,0,23,25.200000000000003,21.8875,18.375
124,2018-06-05,189.63,126.82,140.21,64.38,2018,6,5,23,1,23,22.375,20.0375,18.925
125,2018-06-06,164.94,127.09,134.7,62.86,2018,6,6,23,2,23,23.0,20.666666666666668,18.675
126,2018-06-07,188.69,112.67,145.34,64.56,2018,6,7,23,3,23,23.9,21.057291666666668,18.4
127,2018-06-08,150.57,135.01,140.51,63.89,2018,6,8,23,4,23,23.85,21.063541666666666,18.725
128,2018-06-09,148.49,111.48,141.16,61.33,2018,6,9,23,5,23,24.950000000000003,21.36875,18.2
129,2018-06-10,189.58,112.71,142.21,60.38,2018,6,10,23,6,23,21.55,20.20625,18.775
130,2018-06-11,189.93,130.94,144.93,63.24,2018,6,11,24,0,24,21.225,19.167708333333334,17.799999999999997
131,2018-06-12,148.51,133.21,142.29,63.02,2018,6,12,24,1,24,23.75,20.77916666666667,18.2
132,2018-06-13,151.1,133.15,140.6,62.43,2018,6,13,24,2,24,24.9,21.117708333333333,17.775
133,2018-06-14,166.13,130.71,144.33,64.73,2018,6,14,24,3,24,25.05,21.635416666666668,18.85
134,2018-06-15,158.7,127.22,135.96,63.37,2018,6,15,24,4,24,23.3,21.052083333333332,19.0
135,2018-06-16,163.96,127.74,135.25,61.36,2018,6,16,24,5,24,22.599999999999998,20.12083333333333,17.924999999999997
136,2018-06-17,164.8,127.43,139.19,61.55,2018,6,17,24,6,24,23.799999999999997,20.54791666666667,18.275
137,2018-06-18,162.71,126.58,140.62,65.28,2018,6,18,25,0,25,23.575000000000003,21.292708333333334,19.075000000000003
138,2018-06-19,154.82,110.71,141.52,66.21,2018,6,19,25,1,25,22.475,21.216666666666665,19.424999999999997
139,2018-06-20,160.69,85.85,140.43,66.29,2018,6,20,25,2,25,24.124999999999996,21.636458333333334,19.5
140,2018-06-21,159.66,126.09,146.03,67.61,2018,6,21,25,3,25,26.075000000000003,22.51458333333333,19.775
141,2018-06-22,163.85,130.62,144.27,67.33,2018,6,22,25,4,25,24.8,22.153125,19.4
142,2018-06-23,162.2,125.93,136.96,63.98,2018,6,23,25,5,25,24.575,21.411458333333332,18.150000000000002
143,2018-06-24,163.81,126.45,137.05,64.67,2018,6,24,25,6,25,27.175,23.211458333333333,19.225
144,2018-06-25,158.12,126.14,143.37,69.63,2018,6,25,26,0,26,26.025000000000002,23.255208333333332,19.625
145,2018-06-26,149.9,126.02,141.39,77.04,2018,6,26,26,1,26,26.825,25.15416666666667,23.525
146,2018-06-27,150.95,126.45,142.24,74.48,2018,6,27,26,2,26,25.625,24.48125,23.425
147,2018-06-28,151.13,125.29,139.11,74.48,2018,6,28,26,3,26,25.0,23.734375,22.549999999999997
148,2018-06-29,170.55,126.22,138.47,73.4,2018,6,29,26,4,26,27.15,23.671874999999996,22.424999999999997
149,2018-06-30,186.8,87.17,135.26,66.93,2018,6,30,26,5,26,24.925,23.317708333333336,21.9
150,2018-07-01,189.6,124.2,153.22,68.48,2018,7,1,26,6,26,27.75,25.493750000000002,22.95
151,2018-07-02,181.67,122.39,148.69,74.89,2018,7,2,27,0,27,28.525000000000002,26.21770833333333,24.425
152,2018-07-03,149.19,130.93,143.05,69.55,2018,7,3,27,1,27,26.375,24.392708333333335,23.025000000000002
153,2018-07-04,148.23,123.28,142.34,75.19,2018,7,4,27,2,27,28.8,25.663541666666667,23.599999999999998
154,2018-07-05,157.89,69.48,132.74,74.46,2018,7,5,27,3,27,26.4,24.348958333333336,23.224999999999998
155,2018-07-06,153.99,67.72,139.86,71.7,2018,7,6,27,4,27,23.725,22.70208333333333,21.65
156,2018-07-07,181.92,68.51,145.15,63.2,2018,7,7,27,5,27,23.025000000000002,21.463541666666664,20.525
157,2018-07-08,153.47,59.88,130.17,63.0,2018,7,8,27,6,27,22.974999999999998,21.232291666666665,19.675
158,2018-07-09,161.81,56.97,132.78,73.64,2018,7,9,28,0,28,27.525,24.277083333333334,21.375
159,2018-07-10,172.55,131.08,153.14,78.7,2018,7,10,28,1,28,29.375,26.546875,24.25
160,2018-07-11,175.15,127.66,153.37,82.91,2018,7,11,28,2,28,30.15,27.492708333333336,25.85
161,2018-07-12,195.16,138.39,157.29,83.64,2018,7,12,28,3,28,28.9,26.793750000000003,25.4
162,2018-07-13,162.81,146.84,154.04,82.69,2018,7,13,28,4,28,28.425,26.3375,24.45
163,2018-07-14,187.16,138.4,157.14,78.97,2018,7,14,28,5,28,28.8,26.1625,23.675
164,2018-07-15,180.81,124.78,148.33,78.25,2018,7,15,28,6,28,28.65,26.236458333333335,23.9
165,2018-07-16,173.55,126.72,154.81,85.44,2018,7,16,29,0,29,29.299999999999997,26.621180555555554,24.050000000000004
166,2018-07-17,187.65,134.21,159.18,85.99,2018,7,17,29,1,29,29.450000000000003,27.06145833333333,24.5
167,2018-07-18,196.0,122.9,155.71,85.51,2018,7,18,29,2,29,29.875,27.201041666666665,24.575000000000003
168,2018-07-19,192.66,137.96,158.08,86.7,2018,7,19,29,3,29,30.675,27.436458333333334,24.3
169,2018-07-20,237.49,138.49,164.65,88.53,2018,7,20,29,4,29,31.075,28.232291666666665,25.425
170,2018-07-21,188.67,137.9,156.28,84.71,2018,7,21,29,5,29,32.7,29.245833333333334,26.325000000000003
171,2018-07-22,188.06,137.65,153.98,79.81,2018,7,22,29,6,29,30.299999999999997,28.714583333333334,27.3
172,2018-07-23,194.48,138.01,164.75,90.07,2018,7,23,30,0,30,31.199999999999996,28.540625000000002,26.775000000000002
173,2018-07-24,191.64,138.41,160.71,89.97,2018,7,24,30,1,30,30.275,28.044791666666665,26.65
174,2018-07-25,193.35,138.39,158.57,92.74,2018,7,25,30,2,30,30.925,28.121875,26.25
175,2018-07-26,193.89,141.27,160.8,92.05,2018,7,26,30,3,30,30.375,27.947916666666668,25.75
176,2018-07-27,190.02,138.48,161.61,93.11,2018,7,27,30,4,30,31.9,28.522916666666667,25.625
177,2018-07-28,193.6,137.79,155.69,88.82,2018,7,28,30,5,30,31.025,28.611458333333335,26.975
178,2018-07-29,195.26,136.9,154.16,86.99,2018,7,29,30,6,30,31.85,28.7375,26.5
179,2018-07-30,183.46,130.52,157.47,88.39,2018,7,30,31,0,31,30.925000000000004,28.571875,27.0
180,2018-07-31,189.61,138.33,161.64,89.98,2018,7,31,31,1,31,31.725,28.82604166666667,26.85
181,2018-08-01,191.07,141.6,162.28,92.4,2018,8,1,31,2,31,31.624999999999996,29.022916666666667,26.849999999999998
182,2018-08-02,192.35,141.75,162.43,92.27,2018,8,2,31,3,31,32.574999999999996,29.620833333333334,27.025
183,2018-08-03,189.78,141.77,161.79,89.04,2018,8,3,31,4,31,30.450000000000003,28.442708333333336,27.0
184,2018-08-04,195.55,142.01,162.27,88.3,2018,8,4,31,5,31,30.65,28.586458333333333,26.950000000000003
185,2018-08-05,188.12,141.66,157.76,87.44,2018,8,5,31,6,31,32.275,28.747916666666665,25.9
186,2018-08-06,182.5,140.03,166.06,94.94,2018,8,6,32,0,32,31.625,29.11354166666667,27.174999999999997
187,2018-08-07,194.44,141.77,159.01,94.05,2018,8,7,32,1,32,31.075,28.830208333333335,26.875
188,2018-08-08,192.27,141.81,166.09,93.7,2018,8,8,32,2,32,31.6,28.87083333333333,26.45
189,2018-08-09,183.46,141.77,166.85,93.81,2018,8,9,32,3,32,31.7,28.928124999999998,27.1
190,2018-08-10,195.84,141.77,163.26,94.18,2018,8,10,32,4,32,32.35,29.042708333333334,26.525
191,2018-08-11,195.58,141.87,159.61,86.47,2018,8,11,32,5,32,31.749999999999996,28.754166666666666,27.099999999999998
192,2018-08-12,172.46,141.67,156.64,85.67,2018,8,12,32,6,32,31.725,29.261458333333334,27.025000000000002
193,2018-08-13,190.77,136.36,166.37,94.15,2018,8,13,33,0,33,31.9,29.568749999999998,27.875
194,2018-08-14,193.17,141.77,164.43,94.66,2018,8,14,33,1,33,32.95,30.132291666666664,27.674999999999997
195,2018-08-15,194.22,141.68,163.58,90.4,2018,8,15,33,2,33,32.824999999999996,29.589583333333334,27.025000000000002
196,2018-08-16,195.4,141.45,159.37,85.75,2018,8,16,33,3,33,28.25,27.330208333333335,25.725
197,2018-08-17,195.1,141.81,159.15,76.87,2018,8,17,33,4,33,28.625,26.65625,25.0
198,2018-08-18,180.96,142.06,157.84,75.66,2018,8,18,33,5,33,30.125,26.463541666666664,24.15
199,2018-08-19,188.58,141.97,150.05,78.31,2018,8,19,33,6,33,30.050000000000004,27.010416666666668,24.125
200,2018-08-20,193.76,140.67,160.14,85.18,2018,8,20,34,0,34,30.349999999999998,27.9875,26.425
201,2018-08-21,178.02,139.98,156.51,85.92,2018,8,21,34,1,34,30.45,27.461458333333333,24.250000000000004
202,2018-08-22,180.84,140.76,151.56,84.2,2018,8,22,34,2,34,30.925,28.133333333333333,25.725
203,2018-08-23,186.53,133.68,154.32,71.37,2018,8,23,34,3,34,26.45,25.097916666666663,23.9
204,2018-08-24,182.2,136.66,161.45,78.36,2018,8,24,34,4,34,27.9,25.571875000000002,23.750000000000004
205,2018-08-25,152.62,140.98,146.93,77.62,2018,8,25,34,5,34,28.775,25.760416666666664,23.4
206,2018-08-26,181.71,140.6,152.21,77.68,2018,8,26,34,6,34,29.25,27.019791666666666,25.650000000000002
